level,id,citation,name,parent_title,parent_title_name,parent_chapter,url
Code,,TMC,Topeka Municipal Code (root),,,,https://topeka.municipal.codes/TMC
Index,contents,Contents,Full table of contents,,,,https://topeka.municipal.codes/TMC/contents
Title,1,1,Title 1 General Provisions,1,Title 1 General Provisions,,https://topeka.municipal.codes/TMC/1
Chapter,1.05,1.05,Code Adoption,1,Title 1 General Provisions,,https://topeka.municipal.codes/TMC/1.05
Section,1.05.010,1.05.010,Code adoption.,1,Title 1 General Provisions,1.05,https://topeka.municipal.codes/TMC/1.05.010
Chapter,1.10,1.10,General Provisions,1,Title 1 General Provisions,,https://topeka.municipal.codes/TMC/1.10
Section,1.10.010,1.10.010,Designation and citation of code.,1,Title 1 General Provisions,1.10,https://topeka.municipal.codes/TMC/1.10.010
Section,1.10.020,1.10.020,Definitions and rules of construction.,1,Title 1 General Provisions,1.10,https://topeka.municipal.codes/TMC/1.10.020
Section,1.10.030,1.10.030,Catchlines or headings of sections.,1,Title 1 General Provisions,1.10,https://topeka.municipal.codes/TMC/1.10.030
Section,1.10.040,1.10.040,Parenthetical and reference matter.,1,Title 1 General Provisions,1.10,https://topeka.municipal.codes/TMC/1.10.040
Section,1.10.050,1.10.050,Amendments to code.,1,Title 1 General Provisions,1.10,https://topeka.municipal.codes/TMC/1.10.050
Section,1.10.060,1.10.060,Supplementation of code.,1,Title 1 General Provisions,1.10,https://topeka.municipal.codes/TMC/1.10.060
Section,1.10.070,1.10.070,General penalty – Continuing violations.,1,Title 1 General Provisions,1.10,https://topeka.municipal.codes/TMC/1.10.070
Section,1.10.080,1.10.080,Severability of parts of code.,1,Title 1 General Provisions,1.10,https://topeka.municipal.codes/TMC/1.10.080
Section,1.10.090,1.10.090,Miscellaneous ordinances not affected by code.,1,Title 1 General Provisions,1.10,https://topeka.municipal.codes/TMC/1.10.090
Section,1.10.100,1.10.100,Provisions considered as continuation of existing ordinances.,1,Title 1 General Provisions,1.10,https://topeka.municipal.codes/TMC/1.10.100
Section,1.10.110,1.10.110,"Code does not affect prior offenses, rights, etc.",1,Title 1 General Provisions,1.10,https://topeka.municipal.codes/TMC/1.10.110
Title,2,2,Title 2 Administration and Personnel,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2
Division,2_Div1,2 Div. 1,Division 1. Administration and Officers,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2_Div1
Chapter,2.05,2.05,Seal and Crest,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2.05
Section,2.05.010,2.05.010,Corporate seal.,2,Title 2 Administration and Personnel,2.05,https://topeka.municipal.codes/TMC/2.05.010
Section,2.05.020,2.05.020,Official crest.,2,Title 2 Administration and Personnel,2.05,https://topeka.municipal.codes/TMC/2.05.020
Section,2.05.030,2.05.030,Unauthorized use of corporate seal and City crest.,2,Title 2 Administration and Personnel,2.05,https://topeka.municipal.codes/TMC/2.05.030
Chapter,2.10,2.10,City Records,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2.10
Article,2.10_ArtI,2.10 Art. I,Article I. Photographs of Records,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10_ArtI
Section,2.10.010,2.10.010,Records to be photographed.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.010
Section,2.10.020,2.10.020,File of photographs – Destruction of original records.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.020
Article,2.10_ArtII,2.10 Art. II,Article II. Public Records,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10_ArtII
Section,2.10.030,2.10.030,Policy.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.030
Section,2.10.040,2.10.040,Appointment of official custodian.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.040
Section,2.10.050,2.10.050,Public request for access.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.050
Section,2.10.060,2.10.060,Facilities for public inspection.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.060
Section,2.10.070,2.10.070,Procedures for inspection.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.070
Section,2.10.080,2.10.080,Duties of custodian.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.080
Section,2.10.090,2.10.090,Requests to be directed to custodian.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.090
Section,2.10.100,2.10.100,Fee administration.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.100
Section,2.10.110,2.10.110,Inspection and search fee.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.110
Section,2.10.120,2.10.120,Copying and other fees.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.120
Section,2.10.130,2.10.130,Payment of fees.,2,Title 2 Administration and Personnel,2.10,https://topeka.municipal.codes/TMC/2.10.130
Chapter,2.15,2.15,City Council – Mayor,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2.15
Section,2.15.010,2.15.010,Compensation.,2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.010
Section,2.15.020,2.15.020,Time of Governing Body meetings – To be open to the public.,2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.020
Section,2.15.030,2.15.030,Preparation of agenda.,2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.030
Section,2.15.040,2.15.040,Adding items.,2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.040
Section,2.15.050,2.15.050,Ordinances and resolutions.,2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.050
Section,2.15.060,2.15.060,Financial impact statement – When required.,2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.060
Section,2.15.070,2.15.070,Veto procedures.,2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.070
Section,2.15.080,2.15.080,Filling of vacancies in the office of Mayor or Councilmember.,2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.080
Section,2.15.090,2.15.090,Council districts.,2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.090
Section,2.15.100,2.15.100,"City Manager – Goals, objectives and evaluation.",2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.100
Section,2.15.110,2.15.110,Reimbursements for official travel and related expenses – Governing Body members.,2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.110
Section,2.15.120,2.15.120,Terms of office – Commencement.,2,Title 2 Administration and Personnel,2.15,https://topeka.municipal.codes/TMC/2.15.120
Chapter,2.20,2.20,Departments Created – Established Positions,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2.20
Section,2.20.010,2.20.010,Executive Department.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.010
Section,2.20.020,2.20.020,Administrative and Financial Services Department.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.020
Section,2.20.030,2.20.030,Fire Department.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.030
Section,2.20.040,2.20.040,Human Resources Department.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.040
Section,2.20.050,2.20.050,Information Technology Department.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.050
Section,2.20.060,2.20.060,Judicial Department.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.060
Section,2.20.070,2.20.070,Legal Department.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.070
Section,2.20.080,2.20.080,Planning and Development Department.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.080
Section,2.20.090,2.20.090,Police Department.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.090
Section,2.20.091,2.20.091,Repealed.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.091
Section,2.20.092,2.20.092,Repealed.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.092
Section,2.20.100,2.20.100,Public Works Department.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.100
Section,2.20.110,2.20.110,Utilities Department.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.110
Section,2.20.120,2.20.120,Repealed.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.120
Section,2.20.130,2.20.130,Repealed.,2,Title 2 Administration and Personnel,2.20,https://topeka.municipal.codes/TMC/2.20.130
Chapter,2.25,2.25,Community Development,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2.25
Section,2.25.010,2.25.010,Definitions.,2,Title 2 Administration and Personnel,2.25,https://topeka.municipal.codes/TMC/2.25.010
Section,2.25.020,2.25.020,Division of Housing Services.,2,Title 2 Administration and Personnel,2.25,https://topeka.municipal.codes/TMC/2.25.020
Section,2.25.040,2.25.040,Citizen Advisory Council.,2,Title 2 Administration and Personnel,2.25,https://topeka.municipal.codes/TMC/2.25.040
Section,2.25.050,2.25.050,Neighborhood improvement associations.,2,Title 2 Administration and Personnel,2.25,https://topeka.municipal.codes/TMC/2.25.050
Section,2.25.060,2.25.060,Neighborhood improvement association districts.,2,Title 2 Administration and Personnel,2.25,https://topeka.municipal.codes/TMC/2.25.060
Section,2.25.070,2.25.070,Topeka housing trust fund.,2,Title 2 Administration and Personnel,2.25,https://topeka.municipal.codes/TMC/2.25.070
Section,2.25.080,2.25.080,Repealed.,2,Title 2 Administration and Personnel,2.25,https://topeka.municipal.codes/TMC/2.25.080
Section,2.25.090,2.25.090,Programs and targeting of resources.,2,Title 2 Administration and Personnel,2.25,https://topeka.municipal.codes/TMC/2.25.090
Section,2.25.100,2.25.100,Program costs and administrative fees.,2,Title 2 Administration and Personnel,2.25,https://topeka.municipal.codes/TMC/2.25.100
Section,2.25.110,2.25.110,"Application of Federal, State and local laws or ordinances.",2,Title 2 Administration and Personnel,2.25,https://topeka.municipal.codes/TMC/2.25.110
Section,2.25.120,2.25.120,Repealed.,2,Title 2 Administration and Personnel,2.25,https://topeka.municipal.codes/TMC/2.25.120
Chapter,2.30,2.30,Fire Department,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2.30
Section,2.30.010,2.30.010,Fire Chief – Authority at fires.,2,Title 2 Administration and Personnel,2.30,https://topeka.municipal.codes/TMC/2.30.010
Section,2.30.020,2.30.020,Fire Chief – Authority over subordinate officers and employees.,2,Title 2 Administration and Personnel,2.30,https://topeka.municipal.codes/TMC/2.30.020
Section,2.30.030,2.30.030,Records and reports.,2,Title 2 Administration and Personnel,2.30,https://topeka.municipal.codes/TMC/2.30.030
Section,2.30.035,2.30.035,Compulsory retirement.,2,Title 2 Administration and Personnel,2.30,https://topeka.municipal.codes/TMC/2.30.035
Chapter,2.35,2.35,Law Enforcement,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2.35
Article,2.35_ArtI,2.35 Art. I,Article I. Police Department,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35_ArtI
Section,2.35.010,2.35.010,"Commission, badge, oath.",2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.010
Section,2.35.020,2.35.020,Docket – Jail calendar.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.020
Section,2.35.030,2.35.030,Police badge to officer on retirement.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.030
Section,2.35.035,2.35.035,Compulsory retirement.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.035
Article,2.35_ArtII,2.35 Art. II,Article II. Capital Area Major Case Squad,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35_ArtII
Section,2.35.040,2.35.040,Authorization.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.040
Section,2.35.050,2.35.050,Purpose.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.050
Section,2.35.060,2.35.060,Composition.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.060
Section,2.35.070,2.35.070,Personnel.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.070
Section,2.35.080,2.35.080,Equipment.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.080
Section,2.35.090,2.35.090,Payment for expenses.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.090
Article,2.35_ArtIII,2.35 Art. III,Article III. Confidential Police Investigation Fund,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35_ArtIII
Section,2.35.100,2.35.100,Establishment.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.100
Section,2.35.110,2.35.110,Funding.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.110
Section,2.35.120,2.35.120,Maximum amount expended.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.120
Section,2.35.130,2.35.130,Responsibility of Chief of Police.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.130
Section,2.35.140,2.35.140,Bonding of employees.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.140
Section,2.35.150,2.35.150,Records.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.150
Article,2.35_ArtIV,2.35 Art. IV,Article IV. Execution of Search Warrants,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35_ArtIV
Section,2.35.160,2.35.160,Definitions.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.160
Section,2.35.170,2.35.170,Execution of search warrants.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.170
Section,2.35.180,2.35.180,Use of no-knock warrant banned.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.180
Section,2.35.190,2.35.190,Complaints.,2,Title 2 Administration and Personnel,2.35,https://topeka.municipal.codes/TMC/2.35.190
Chapter,2.40,2.40,Municipal Court,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2.40
Article,2.40_ArtI,2.40 Art. I,Article I. Generally,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40_ArtI
Section,2.40.010,2.40.010,Court costs and fees.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.010
Article,2.40_ArtII,2.40 Art. II,Article II. Code of Procedure for Municipal Court,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40_ArtII
Section,2.40.020,2.40.020,Title.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.020
Section,2.40.030,2.40.030,Scope.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.030
Section,2.40.040,2.40.040,Intent – Construction – Procedure not provided – Liability for legal entities.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.040
Section,2.40.050,2.40.050,Municipal Court – Jurisdiction.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.050
Section,2.40.060,2.40.060,Municipal Judge – Appointment – Qualifications – Compensation.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.060
Section,2.40.070,2.40.070,Municipal Judge – Powers and duties.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.070
Section,2.40.080,2.40.080,Municipal Judge – Absence – Vacancy – Pro tem.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.080
Section,2.40.090,2.40.090,Clerk of the Municipal Court – Appointment – Powers and duties – Execution of bond.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.090
Section,2.40.100,2.40.100,"Municipal Court – Courtroom, supplies, records – Sessions, time, place.",2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.100
Section,2.40.110,2.40.110,City Attorney to prosecute.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.110
Section,2.40.120,2.40.120,Law enforcement officers – Employment – Powers.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.120
Section,2.40.130,2.40.130,Definitions.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.130
Section,2.40.140,2.40.140,Performance of marriage ceremonies by Municipal Judge – Disposition of honorariums.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.140
Section,2.40.150,2.40.150,Commencement of prosecution.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.150
Section,2.40.160,2.40.160,Complaint – Requirements – Form.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.160
Section,2.40.170,2.40.170,Complaint – How used – Issuance of warrant – Refusal to issue – Effect.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.170
Section,2.40.180,2.40.180,Notice to appear – Contents – Form.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.180
Section,2.40.190,2.40.190,Complaint and notice to appear in Municipal Court.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.190
Section,2.40.200,2.40.200,Notice to appear – When used.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.200
Section,2.40.210,2.40.210,Notice to appear – Service – Return.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.210
Section,2.40.220,2.40.220,Warrant – Contents – Form.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.220
Section,2.40.230,2.40.230,Warrants – When issued – Limitations.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.230
Section,2.40.240,2.40.240,Warrants – Service.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.240
Section,2.40.250,2.40.250,Detention – Service of complaint and summons.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.250
Section,2.40.260,2.40.260,Arrest by law enforcement officer – When authorized.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.260
Section,2.40.270,2.40.270,Persons under arrest – Procedures – Right to post bond – Release on personal recognizance.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.270
Section,2.40.280,2.40.280,Notice – Explanation of rights.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.280
Section,2.40.290,2.40.290,Appearance bonds – Methods of securing.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.290
Section,2.40.300,2.40.300,Personal recognizance.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.300
Section,2.40.310,2.40.310,Failure to appear.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.310
Section,2.40.320,2.40.320,Appearance bond – Posting – Form.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.320
Section,2.40.330,2.40.330,Schedule of fines for municipal ordinance traffic infractions and certain other ordinances – Violations excluded from schedule – Fines upon plea of guilty or no contest – Procedure.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.330
Section,2.40.340,2.40.340,"Traffic violations – Failure to appear, service of warrant and collection of bond.",2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.340
Section,2.40.350,2.40.350,Matters before trial.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.350
Section,2.40.360,2.40.360,Appearance of accused person – Action by counsel or by mail.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.360
Section,2.40.370,2.40.370,Time of arraignment.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.370
Section,2.40.380,2.40.380,Arraignment.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.380
Section,2.40.390,2.40.390,"Appointment of counsel, when.",2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.390
Section,2.40.400,2.40.400,Pleas – Failure to appear.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.400
Section,2.40.405,2.40.405,Failure to appear – Show cause.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.405
Section,2.40.410,2.40.410,Procedure upon plea of guilty.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.410
Section,2.40.420,2.40.420,Motions.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.420
Section,2.40.430,2.40.430,Continuances.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.430
Section,2.40.440,2.40.440,Discovery.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.440
Section,2.40.450,2.40.450,"Subpoenas – Witnesses’ expenses – Abuse of subpoenas, costs.",2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.450
Section,2.40.460,2.40.460,"Municipal diversion agreements – Contents – Copy to Kansas Bureau of Investigation, when – Availability to prosecuting attorney.",2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.460
Section,2.40.470,2.40.470,Municipal Court diversion – Definitions.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.470
Section,2.40.480,2.40.480,Municipal Court diversion – When agreements to be offered – Written policies – Information to be furnished – Right to counsel.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.480
Section,2.40.490,2.40.490,Municipal Court diversion – Factors to consider – When prohibited.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.490
Section,2.40.500,2.40.500,Municipal Court diversion – Provisions of diversion agreement – Waiver of certain rights – Effect of failure to fulfill or accept agreement – Duties of City Attorney and Division of Vehicles.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.500
Section,2.40.510,2.40.510,Municipal Court diversion – Condition diversion on plea prohibited – Nonadmissible evidence.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.510
Section,2.40.520,2.40.520,Failure to fulfill diversion agreement – Satisfactory fulfillment – Records.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.520
Section,2.40.530,2.40.530,Defendants under 21 years – Drug and alcohol evaluations.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.530
Section,2.40.540,2.40.540,Trial.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.540
Section,2.40.550,2.40.550,Trial – Order of presentation.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.550
Section,2.40.560,2.40.560,Evidence.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.560
Section,2.40.570,2.40.570,Amendments to complaint.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.570
Section,2.40.580,2.40.580,Joinder of two or more accused persons.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.580
Section,2.40.590,2.40.590,Judgment.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.590
Section,2.40.600,2.40.600,Judgment – Docket.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.600
Section,2.40.610,2.40.610,Sentence – Possible disposition.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.610
Section,2.40.620,2.40.620,Sentence – Imprisonment – Fine.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.620
Section,2.40.630,2.40.630,Parole.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.630
Section,2.40.640,2.40.640,"Judgment set aside, when.",2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.640
Section,2.40.650,2.40.650,Correction of errors.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.650
Section,2.40.660,2.40.660,Expungement of certain convictions.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.660
Section,2.40.670,2.40.670,Expungement of arrest records – No conviction.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.670
Section,2.40.680,2.40.680,Conviction of ordinances comparable to class A or B misdemeanor or assault – Fingerprinting – Costs.,2,Title 2 Administration and Personnel,2.40,https://topeka.municipal.codes/TMC/2.40.680
Chapter,2.45,2.45,Appeals and Administrative Hearings Procedure,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2.45
Section,2.45.010,2.45.010,Scope.,2,Title 2 Administration and Personnel,2.45,https://topeka.municipal.codes/TMC/2.45.010
Section,2.45.020,2.45.020,Administrative appeals.,2,Title 2 Administration and Personnel,2.45,https://topeka.municipal.codes/TMC/2.45.020
Section,2.45.030,2.45.030,Administrative hearing procedure.,2,Title 2 Administration and Personnel,2.45,https://topeka.municipal.codes/TMC/2.45.030
Section,2.45.040,2.45.040,Hearing determination and petition.,2,Title 2 Administration and Personnel,2.45,https://topeka.municipal.codes/TMC/2.45.040
Section,2.45.050,2.45.050,Appeal to district court.,2,Title 2 Administration and Personnel,2.45,https://topeka.municipal.codes/TMC/2.45.050
Chapter,2.50,2.50,Domestic Partnership Registry,2,Title 2 Administration and Personnel,,https://topeka.municipal.codes/TMC/2.50
Section,2.50.010,2.50.010,Definitions.,2,Title 2 Administration and Personnel,2.50,https://topeka.municipal.codes/TMC/2.50.010
Section,2.50.020,2.50.020,Criteria for establishing a domestic partnership.,2,Title 2 Administration and Personnel,2.50,https://topeka.municipal.codes/TMC/2.50.020
Section,2.50.030,2.50.030,Registration.,2,Title 2 Administration and Personnel,2.50,https://topeka.municipal.codes/TMC/2.50.030
Section,2.50.040,2.50.040,Procedure and fees.,2,Title 2 Administration and Personnel,2.50,https://topeka.municipal.codes/TMC/2.50.040
Section,2.50.050,2.50.050,Removal from registry – Death or voluntary dissolution of partnership.,2,Title 2 Administration and Personnel,2.50,https://topeka.municipal.codes/TMC/2.50.050
Section,2.50.060,2.50.060,Removal from registry – Failure to meet definition.,2,Title 2 Administration and Personnel,2.50,https://topeka.municipal.codes/TMC/2.50.060
Section,2.50.070,2.50.070,Legal effect.,2,Title 2 Administration and Personnel,2.50,https://topeka.municipal.codes/TMC/2.50.070
Section,2.50.080,2.50.080,Other applicable laws – Kansas Open Records Act.,2,Title 2 Administration and Personnel,2.50,https://topeka.municipal.codes/TMC/2.50.080
Section,2.50.090,2.50.090,Registering a partnership without the individuals’ consent.,2,Title 2 Administration and Personnel,2.50,https://topeka.municipal.codes/TMC/2.50.090
